1.110168838238286382e+00	7.624218651124130552e-01	9.851833781909466126e+00	-9.669478973764100260e+00	2.999904305458977127e+00	6.044339364598558806e-01	3.358428556929985653e+00	1.791804080199852933e+00	3.533441231814958172e+00	1.841802377185604911e+00	2.205620964121431715e+00	2.772773843873883592e+00	3.139527449740474374e+00	2.085369491636646977e+00	2.398834554244026140e+00	4.030250276640090945e+00	9.710721490266137623e-01	1.185479649168652561e+00	4.627017211075982850e+00	3.691388785248466142e+00	4.060624620919820238e+00	4.323833282485450624e+00	4.927185325981239927e+00	4.950427768812254214e+00	5.982585657500830933e+00	6.562169418887706662e+00	5.640211894557275230e+00	6.786508080640801133e+00	6.263211715744138708e+00	6.557214558183297903e+00	6.775468658739884908e+00	5.959963509950570781e+00	1.256078793147346939e+00	1.617760957686542822e+00	6.059775667461708260e+00	4.511958230934238756e+00	2.913272427609983950e+00	2.416496881209952985e+00	3.949892408131197463e+00	2.618007092576604133e+00	2.055507485177283211e+00	2.268807285220633574e+00	1.591908040645326761e+00	2.174955345561807363e+00	1.860049233997910445e+00	1.297966174153733387e+00	2.079944103335767736e+00	1.778515122871179743e+00	3.080669903802862208e+00	4.036530312183445268e+00	1.072801022848639718e+01	9.325831815092005428e+00	3.954352393144530797e+00	3.439668878159688248e+00	3.454253235925206944e+00	2.900635294299539702e+00	2.540451045927702545e+00	4.414751971059883040e+00	3.023419846862924310e+00	3.039211850200680409e+00	2.314668839562869174e+00	2.027920088396221399e+00	2.204222580621748140e+00	1.599082049808468353e+00	1.724952392293443992e-01	4.654281692903003531e+00	4.075123262318263578e-02	4.562540541427536844e+00	6.328305940795688755e+00	7.228698833064873819e-01	2.900252108780624338e-01	6.219422100184689439e-01
2.600353445289494303e+00	2.319168866824461439e+00	9.258725849541729502e+00	-8.255646691406239412e+00	1.536429504070231156e+00	-2.143713456739111956e-01	2.687817722048100877e-01	1.382187102470619822e+00	1.244906307674531032e+00	1.365946715886305063e-01	1.011756740314678549e+00	1.903797697372781927e+00	2.436102777776486761e+00	3.338376910855879842e+00	1.879184459011388197e+00	3.777644357431409805e+00	2.231133430892383807e+00	2.410389847661400076e+00	4.022447082219283487e+00	2.229932917054550323e+00	3.960680531742582833e+00	3.487801913029549006e+00	3.769475233614914877e+00	3.311861785799783853e+00	4.641843442677338949e+00	5.555022319792588981e+00	5.315802854365686336e+00	5.856938429816504588e+00	5.943586164068342725e+00	6.116362008305375575e+00	5.580488977284153940e+00	5.214966464002463553e+00	1.265555828201791133e+00	2.335650177114165782e+00	6.777548541535566073e+00	6.881576085790094277e-01	2.244224273215285059e+00	9.785421563466053518e-01	1.695655908852990779e+00	1.343749300732936636e+00	1.237950817506082046e+00	1.285324112581639033e+00	9.910261904699669833e-01	1.125274811358194071e+00	9.576755035966733054e-01	7.739246492392485299e-01	8.283824400919927999e-01	6.550091644946199887e-01	2.709214755131454044e+00	2.820485580500827982e+00	2.100643724290791425e+01	7.783877309719025028e+00	2.818881797990862026e+00	1.954744091325966160e+00	1.485894043234544659e+00	1.622590304190620225e+00	2.095917861620187672e+00	1.521675888602009197e+00	1.550034743197866938e+00	1.328498889702851571e+00	1.119257181148091362e+00	1.365517706089615091e+00	1.302039090761772044e+00	7.002080149203985249e-01	9.971870858248791381e-01	4.791172330929562406e+00	7.539837420592148121e-01	4.696732910293053287e+00	6.328305940795688755e+00	1.011744541000231479e+00	7.628906622521924863e-01	1.090662886971033529e+00
3.532529697563437043e+00	2.326141330209195779e+00	9.115848610917819173e+00	-8.605330986664636583e+00	1.349056002603117976e+00	6.279922314922457005e-01	2.112325214862219802e+00	1.688919608697241781e+00	1.328797126917842464e+00	2.069515118457048608e+00	1.540252092621374302e+00	2.279440368398498951e+00	1.808250525145576715e+00	1.527339759780024231e+00	1.314844319903962999e+00	7.864660399345257957e-01	2.784978781564212635e+00	1.978629007357467495e+00	4.201388627313654034e+00	3.097253830867233937e+00	3.010312393662835984e+00	3.193017439150514836e+00	4.260445488881537734e+00	5.056729132864741239e+00	5.127399982072887497e+00	6.794464617101422022e+00	6.337068466496305064e+00	6.308263217090073205e+00	6.921000928874255997e+00	7.397098567131726199e+00	6.604013710787105751e+00	5.857449591767831976e+00	2.704857299068390120e+00	2.252253514117852351e+00	5.724054023835020821e+00	1.526751865874848235e+00	1.602819518110205177e+00	2.946983456259878675e+00	2.772574444488990153e+00	3.864601943582020471e+00	2.064568115356241407e+00	3.160813222538397582e+00	3.300822928362312503e+00	1.431411168911236542e+00	1.930667349799035648e+00	1.687714085184061297e+00	1.239349351331528126e+00	1.212146773566655789e+00	5.156408890096659370e+00	2.756736033394497465e+00	2.110547379877957752e+01	6.621779042995813214e+00	3.172849189367929146e+00	2.006668922048287840e+00	2.244461759090627950e+00	3.041426653607036457e+00	2.304724695891380737e+00	3.655816416818087777e+00	2.851956403985649757e+00	2.025470917664252912e+00	2.469072251666833306e+00	2.034678678780064143e+00	1.484909853962305126e+00	1.445748876422074281e+00	5.461104297686311115e-01	4.175164459810047468e+00	0.000000000000000000e+00	6.139300875597347940e+00	9.492458911193532245e+00	5.557001303313860996e-01	1.268171913857999156e-01	7.016765026074736067e-01
1.357505034892508622e+00	1.694487165577057031e+00	1.009179842606844524e+01	-1.059322403765771980e+01	2.811289849552847553e+00	6.376236856119825713e-01	2.893049893822637220e+00	3.332691187490372631e+00	2.008918770648561836e+00	2.669653268085384834e+00	1.512759897966341471e+00	1.448904413106670175e+00	2.785220818340278015e+00	2.684064455932555937e+00	2.177197988102939075e+00	3.085362956095812237e+00	1.680855847292643590e+00	2.587202604486079860e+00	5.224228777699688742e+00	4.304700191273484577e+00	3.418076934330648520e+00	4.677627126908184607e+00	4.621047017487716957e+00	4.605733821679296902e+00	6.580178669265007940e+00	7.542233820678281297e+00	7.613924055673846780e+00	8.384932556296178063e+00	7.109875605410075572e+00	7.334930224193631609e+00	6.731803385632436409e+00	6.369260582258500669e+00	1.927833336712353240e+00	3.399757061519200096e+00	6.115505460303737983e+00	2.208531195985846018e+00	1.775357494597954000e+00	3.588483034112451175e+00	2.778307376139162344e+00	2.482712903716099540e+00	3.896761170822965692e+00	2.294743525592711553e+00	2.121592555329607777e+00	2.046076705784813043e+00	1.717020664431164301e+00	2.215385500354971615e+00	1.772122766199510258e+00	1.427991841257641115e+00	4.420397432004476101e+00	5.034233898390183981e+00	2.045354251372511456e+01	8.101194013466860966e+00	3.400882542474047199e+00	3.259098625111237713e+00	3.111596776791042629e+00	2.356229938580464811e+00	4.422144460533267818e+00	3.264212703112574943e+00	4.058568400635258477e+00	3.733971836012619949e+00	2.382948156364133929e+00	2.276030967621593515e+00	2.399598121675762474e+00	2.060783025747921382e+00	1.453779804003637044e-01	4.517391054876444656e+00	5.635439588344279827e-01	4.428348172562021290e+00	6.328305940795688755e+00	3.028604437003461491e-01	6.678433290684163692e-01	5.384998808491703315e-01
2.382288560797451105e+00	1.197903221513821004e+00	8.616804227183056497e+00	-1.235987009876053300e+01	2.675571619617884256e+00	1.045851507435916927e+00	1.482327236849687813e+00	1.984053126984530069e+00	1.906883011765045266e+00	1.617944199982309650e+00	2.615332444714595805e+00	2.636874713991293362e+00	3.731665652896811292e+00	2.702358127853817571e+00	2.054204257394411037e+00	1.909071925621889765e+00	1.203313590511610132e+00	7.863326136411730172e-01	3.435514142206741894e+00	3.046356860644505726e+00	2.769294991130104133e+00	3.424864250847074576e+00	2.975435878249657495e+00	4.143868031556679377e+00	5.144341356259569231e+00	5.604610207523927023e+00	6.463034101510219287e+00	8.344180882501724739e+00	7.978780306276791023e+00	9.467393689562365822e+00	8.633717802024056809e+00	7.432522649751489574e+00	4.368169863231702088e+00	4.380371351183677042e+00	6.953466682795951037e+00	4.266830423483237489e+00	4.307410109717081603e+00	3.973359571722046901e+00	2.883035752534276241e+00	3.706218175490346045e+00	3.850547551417486059e+00	4.003806019643003644e+00	4.169628516538685936e+00	3.883675666627195877e+00	3.890520479252657093e+00	3.231101515163997462e+00	4.122275578289953835e+00	3.905068328062535787e+00	4.890194857836887898e+00	3.696925983249524261e+00	2.150304500868164226e+01	9.987050171055800618e+00	4.069058381989964168e+00	2.989909065616509931e+00	2.022282511936740690e+00	2.901542774056004248e+00	3.633580827878566843e+00	3.728474597148466074e+00	5.814724646397008812e+00	7.355330617143519767e+00	5.271079478754801428e+00	5.347336187006477282e+00	5.280546577782840423e+00	3.200556245367416341e+00	9.905928228340600550e-02	6.844531901327946422e+00	3.929682530501842908e-01	6.709618443275790156e+00	6.328305940795688755e+00	5.748514393229491315e-01	8.579462767440411142e-01	1.049076727441852208e+00
1.675558932218022212e+00	9.408829157450939729e-01	1.045066544341330683e+01	-9.206495741642074293e+00	3.184866851102329033e+00	1.236692073710062623e+00	4.738004524037592979e+00	1.121395947897657841e+00	2.124358923816634270e+00	-4.731815368687881662e-01	1.112542856806985281e+00	-6.583050783340286261e-01	1.334065740979737180e+00	7.145079096721876910e-01	2.056633014965584039e+00	1.751920594842607537e+00	2.056514793439606859e+00	1.676349565509683615e+00	5.436342254130091867e+00	3.468684671410052101e+00	4.083624140634918298e+00	4.246501738898434297e+00	4.235165520499211134e+00	4.816218166820947388e+00	6.520101950033774685e+00	6.488727516197149825e+00	6.718192992231629468e+00	6.829620954358051499e+00	6.341964853635392529e+00	6.512109879759924169e+00	6.608534508647998962e+00	6.011805491402069990e+00	1.639062503876939969e+00	1.583737165727924223e+00	5.310444958886941791e+00	2.121896693592360439e+00	2.082044795825397365e+00	3.125983655036578046e+00	2.734618147015994705e+00	2.599772614994213527e+00	3.089080149497549055e+00	3.915101478170014193e+00	3.494378432247826183e+00	2.981418140898639990e+00	2.995883131265443033e+00	2.189939291749231298e+00	1.991498534312045710e+00	2.085982020668190717e+00	5.012074351264760530e+00	3.165230322354096071e+00	1.987072306981849934e+01	9.219154235067728465e+00	3.271085406436210707e+00	4.028138684510382816e+00	3.506027208331464973e+00	2.545860208417692672e+00	3.234314807827260552e+00	2.573159674155969689e+00	3.378403979285557135e+00	2.755824672608449877e+00	3.181816162938928993e+00	1.672236660136072528e+00	2.053031826693406448e+00	1.215883885117158281e+00	7.391388046562152869e-01	4.380500416849885781e+00	1.469685279112839527e-01	4.294155803696505735e+00	6.328305940795688755e+00	1.188847765485181007e+00	6.788188227004647857e-01	9.965735682000629314e-01
2.047298205561506101e+00	1.253130233323391352e+00	8.436992736397863624e+00	-9.062105246512647483e+00	1.955822871726429435e+00	1.129339833025612361e+00	3.401796196987025844e+00	1.184179787706069797e+00	2.382243505128311511e+00	2.179460870628421532e+00	2.949905594565612188e-01	1.829464428673238441e+00	6.821829824072155324e-01	3.523841284538732577e+00	3.675103691048296373e+00	1.809609058040065666e+00	1.237173719516524217e+00	1.109016354195577092e+00	3.489009721614850346e+00	2.443119273758210586e+00	2.292938742922354223e+00	3.584420149055666638e+00	2.844720401327806236e+00	3.641694661012672363e+00	4.536443893273052197e+00	4.818054333140718626e+00	5.264547795611779435e+00	5.280194373547300479e+00	5.264023590415337850e+00	6.001450180607203144e+00	6.365551684747780214e+00	5.860985441197187562e+00	1.846256505557432703e+00	1.691116764785294269e+00	5.407132792251427844e+00	1.500980412363202676e+00	1.149293054605947662e+00	2.395322443865735895e+00	1.641139433815679505e+00	1.781475044120208073e+00	1.340899841605896370e+00	1.596465129806922123e+00	1.386907037169709866e+00	1.114840849072051610e+00	1.187870356571287367e+00	1.336076940445304562e+00	1.668402114974438799e+00	1.108484581366926847e+00	3.251382357416597646e+00	2.182063149730756990e+00	2.152156983208209695e+01	7.418557658833241142e+00	2.146864977680006170e+00	2.116009405073896676e+00	2.013116179825742424e+00	1.683127453762776060e+00	2.146096994763772692e+00	2.243455796997716689e+00	1.741097736394903173e+00	1.751200034991018395e+00	1.413214301180529597e+00	1.592727392366744876e+00	1.755314062137204312e+00	1.915856054681875698e+00	5.674851704933567831e-01	4.106719140796768031e+00	9.774321055549989312e-01	4.025771065965473738e+00	6.328305940795688755e+00	2.225321437902012978e+00	1.179481864837856664e+00	1.814756365379606606e+00
1.436371408709384845e+00	7.829991351015063161e-01	1.057356362750553025e+01	-9.023588222265489733e+00	2.197269840657031903e+00	8.833628524778130986e-01	2.706492877015262533e+00	3.320951808342551104e+00	3.447057960889810868e+00	2.915765040580324818e+00	2.653070626204176996e+00	5.308538756194624009e-01	1.943481501151694157e+00	3.546758381992778375e+00	3.161428248984224254e+00	3.807255023595794263e+00	1.256426198433831187e+00	1.191598182684460383e+00	5.092825880681955297e+00	3.743543301224409259e+00	3.875983454556392260e+00	4.296309372677741933e+00	5.134837188606413250e+00	6.549923514357447907e+00	7.015730229467778578e+00	8.762728850539543757e+00	7.169717230971833111e+00	7.896403888005554705e+00	6.694065926091087526e+00	6.642807657963261114e+00	7.584262201265592473e+00	5.973952616056530829e+00	1.992035603600793126e+00	1.353980638263003300e+00	6.255837107339694114e+00	1.260611696816824168e+00	1.579725203802988531e+00	1.461349499627290882e+00	2.113150806346540733e+00	2.656238561025490608e+00	1.938218582034110238e+00	2.020759494156602720e+00	1.607838195122897718e+00	1.549881033999640501e+00	1.263181139043092260e+00	7.895658401913844271e-01	1.273446901575404633e+00	9.647715049887021221e-01	4.811872741638509865e+00	2.892409226839562919e+00	2.026615680009743770e+01	7.283859539195814747e+00	2.775193406069913937e+00	2.666472974942391438e+00	3.006582218840767595e+00	4.293204229674289607e+00	2.529471350767686033e+00	3.048652229506920719e+00	3.874682339978746448e+00	2.365790250780019477e+00	2.360663127813046103e+00	1.643527782177241381e+00	1.507020828175740901e+00	1.211958744554751055e+00	1.280388880667389928e-01	3.627601907703811523e+00	1.630267561512285801e-01	3.556097774936168854e+00	6.328305940795688755e+00	6.981702018498920914e-01	2.416678926068789035e-01	5.059360478109732329e-01
2.599714333670232413e+00	2.568400420812193108e+00	1.050142304141273186e+01	-1.005290085280072354e+01	1.167619872024510785e+00	1.330394595210435460e+00	2.771524554097680060e+00	2.401364879998012736e+00	2.927457807718449878e+00	2.886732160665829383e+00	2.818699858608401776e+00	2.735423251311072335e+00	3.456326343594791073e+00	3.337076714491694407e+00	2.807037693589746308e+00	3.325274337741307651e+00	2.936844489387445023e+00	3.012119139280588165e+00	5.368246352831124391e+00	4.171872481636476948e+00	3.794186435459614426e+00	4.311106061033013859e+00	3.835292181881488016e+00	4.638539605551670775e+00	6.352131017507028687e+00	5.728351582541667320e+00	5.132955931375149383e+00	6.147018432514549602e+00	6.182453460471399431e+00	6.558121322964273858e+00	6.270306388568706701e+00	5.836928807443279688e+00	1.708839497267993668e+00	1.696297078974482231e+00	6.071190203345015135e+00	1.375280199030208816e+00	1.062400663217933028e+00	1.693583641906203585e+00	2.028468190959512807e+00	1.275673044146145685e+00	1.594017430065556518e+00	7.726501318193095269e-01	8.357622107539858236e-01	8.575999152678909221e-01	1.010865576790303422e+00	9.056175607665100102e-01	1.121736387613688768e+00	8.911153397250859420e-01	2.694875991198762755e+00	1.281732467266734066e+00	2.020630737064981375e+01	7.714228554646105351e+00	1.646070381865272880e+00	1.910654999646248076e+00	2.295780575695512304e+00	1.959743783165118547e+00	2.756216502789344602e+00	1.625716944943630615e+00	2.073402761989475707e+00	1.521706247949324631e+00	1.880194561119485019e+00	1.212793738311434444e+00	1.414712155997296605e+00	1.749450310152014021e+00	2.639293768139867602e+00	4.517391054876444656e+00	3.154118668602675868e+00	4.428348172562021290e+00	6.328305940795688755e+00	3.331005461327722017e+00	3.324075653749579917e+00	3.582632225247989854e+00
1.272439278368795446e+00	4.845521932225057005e-01	7.952203678058685554e+00	-1.096803851798496510e+01	5.417870484051753976e+00	1.258342945780876354e+00	1.662593258657531159e+00	2.096076397630120436e+00	1.089853006316934270e+00	2.887131136074080548e-02	1.276268606711518094e+00	1.515009089430660261e+00	8.194615475358288936e-01	1.127206601772622774e+00	2.301933006828044359e+00	2.854132872119553355e+00	3.411256535435420179e-01	1.770791794552482590e-01	3.271523326728610570e+00	2.113608973945478198e+00	2.138461653812283814e+00	2.378944591724339919e+00	2.304080514021764170e+00	3.155017229454195604e+00	3.676855322246043389e+00	4.797843206485601364e+00	4.593954329042446716e+00	5.033059443556761714e+00	4.682047496439203371e+00	5.860036091355973475e+00	5.279996775254401697e+00	4.736469603953469054e+00	1.378444039879727967e+00	1.219324446592191524e+00	5.560221861745197280e+00	2.881566254826776863e+00	3.215894761697979831e+00	4.008850156784741436e+00	2.050624801801378183e+00	3.115586214589509684e+00	2.040749084318526752e+00	2.954709646485893515e+00	2.709969646938376719e+00	2.960373903143486807e+00	1.611924483785742268e+00	2.066449069409240558e+00	2.000467152795748493e+00	1.764730224327702546e+00	3.801260427099510064e+00	2.598099519940873403e+00	2.200392773370163013e+01	9.316356127985651270e+00	5.191089230523333597e+00	2.941756998136922707e+00	2.295009339476517862e+00	2.243751947674663239e+00	3.086522332186510731e+00	3.838104744284732028e+00	3.583351074706445871e+00	3.567867580062083377e+00	3.084549553360685703e+00	3.746014288659084812e+00	2.127540235597505269e+00	1.415291133345541796e+00	8.734779009315073173e-02	6.844531901327946422e+00	0.000000000000000000e+00	6.709618443275790156e+00	6.328305940795688755e+00	2.496649809424492938e-01	3.803549588965541850e-01	3.815457648292504000e-01
